author,title,type,start,end,kind,words
"Dickens, Charles",A Tale of Two Cities,sentence,4147,4427,NA,Bankruptcy must inevitably have come of this young Pagan in Lombardstreet London and also of a curtained alcove in the rear of the immortal boy and also of a lookingglass let into the wall and also of clerks not at all old who danced in public on the slightest provocation
"Dickens, Charles",A Tale of Two Cities,sentence,4429,4599,NA,Yet a French Tellsons could get on with these things exceedingly well and as long as the times held together no man had taken fright at them and drawn out his money
"Dickens, Charles",A Tale of Two Cities,sentence,4601,5075,NA,What money would be drawn out of Tellsons henceforth and what would lie there lost and forgotten what plate and jewels would tarnish in Tellsons hidingplaces while the depositors rusted in prisons and when they should have violently perished how many accounts with Tellsons never to be balanced in this world must be carried over into the next no man could have said that night any more than Mr Jarvis Lorry could though he thought heavily of these questions
"Dickens, Charles",A Tale of Two Cities,sentence,5077,5332,NA,He sat by a newlylighted wood fire the blighted and unfruitful year was prematurely cold and on his honest and courageous face there was a deeper shade than the pendent lamp could throw or any object in the room distortedly reflecta shade of horror
"Dickens, Charles",A Tale of Two Cities,sentence,5334,5450,NA,He occupied rooms in the Bank in his fidelity to the House of which he had grown to be a part like strong rootivy
"Dickens, Charles",A Tale of Two Cities,sentence,5452,5614,NA,It chanced that they derived a kind of security from the patriotic occupation of the main building but the truehearted old gentleman never calculated about that
"Dickens, Charles",A Tale of Two Cities,sentence,5616,5687,NA,All such circumstances were indifferent to him so that he did his duty
"Dickens, Charles",A Tale of Two Cities,sentence,5689,5840,NA,On the opposite side of the courtyard under a colonnade was extensive standingfor carriageswhere indeed some carriages of Monseigneur yet stood
"Dickens, Charles",A Tale of Two Cities,sentence,5842,6117,NA,Against two of the pillars were fastened two great flaring flambeaux and in the light of these standing out in the open air was a large grindstone a roughly mounted thing which appeared to have hurriedly been brought there from some neighbouring smithy or other workshop
"Dickens, Charles",A Tale of Two Cities,sentence,6119,6234,NA,Rising and looking out of window at these harmless objects Mr Lorry shivered and retired to his seat by the fire
"Dickens, Charles",A Tale of Two Cities,sentence,6236,6375,NA,He had opened not only the glass window but the lattice blind outside it and he had closed both again and he shivered through his frame
"Dickens, Charles",A Tale of Two Cities,sentence,6377,6619,NA,From the streets beyond the high wall and the strong gate there came the usual night hum of the city with now and then an indescribable ring in it weird and unearthly as if some unwonted sounds of a terrible nature were going up to Heaven
"Dickens, Charles",A Tale of Two Cities,sentence,6621,6736,NA,Thank God said Mr Lorry clasping his hands that no one near and dear to me is in this dreadful town tonight
"Dickens, Charles",A Tale of Two Cities,sentence,6738,6781,NA,May He have mercy on all who are in danger
"Dickens, Charles",A Tale of Two Cities,sentence,6783,6892,NA,Soon afterwards the bell at the great gate sounded and he thought They have come back and sat listening
"Dickens, Charles",A Tale of Two Cities,sentence,6894,7019,NA,But there was no loud irruption into the courtyard as he had expected and he heard the gate clash again and all was quiet
"Dickens, Charles",A Tale of Two Cities,sentence,7021,7188,NA,The nervousness and dread that were upon him inspired that vague uneasiness respecting the Bank which a great change would naturally awaken with such feelings roused
"Dickens, Charles",A Tale of Two Cities,sentence,7190,7378,NA,It was well guarded and he got up to go among the trusty people who were watching it when his door suddenly opened and two figures rushed in at sight of which he fell back in amazement
"Dickens, Charles",A Tale of Two Cities,sentence,7380,7400,NA,Lucie and her father
"Dickens, Charles",A Tale of Two Cities,sentence,7402,7645,NA,Lucie with her arms stretched out to him and with that old look of earnestness so concentrated and intensified that it seemed as though it had been stamped upon her face expressly to give force and power to it in this one passage of her life
"Dickens, Charles",A Tale of Two Cities,sentence,7647,7703,NA,What is this cried Mr Lorry breathless and confused
"Dickens, Charles",A Tale of Two Cities,sentence,7705,7724,NA,What is the matter
"Dickens, Charles",A Tale of Two Cities,sentence,7726,7731,NA,Lucie
"Dickens, Charles",A Tale of Two Cities,sentence,7733,7740,NA,Manette
"Dickens, Charles",A Tale of Two Cities,sentence,7742,7759,NA,What has happened
"Dickens, Charles",A Tale of Two Cities,sentence,7761,7786,NA,What has brought you here
"Dickens, Charles",A Tale of Two Cities,sentence,7788,7799,NA,What is it
"Dickens, Charles",A Tale of Two Cities,sentence,7801,7919,NA,With the look fixed upon him in her paleness and wildness she panted out in his arms imploringly O my dear friend
"Dickens, Charles",A Tale of Two Cities,sentence,7921,7966,NA,My husband Your husband Lucie Charles
"Dickens, Charles",A Tale of Two Cities,sentence,7968,7992,NA,What of Charles Here
"Dickens, Charles",A Tale of Two Cities,sentence,7994,8103,NA,Here in Paris Has been here some daysthree or fourI dont know how manyI cant collect my thoughts
"Dickens, Charles",A Tale of Two Cities,sentence,8105,8211,NA,An errand of generosity brought him here unknown to us he was stopped at the barrier and sent to prison
"Dickens, Charles",A Tale of Two Cities,sentence,8213,8253,NA,The old man uttered an irrepressible cry
"Dickens, Charles",A Tale of Two Cities,sentence,8255,8388,NA,Almost at the same moment the bell of the great gate rang again and a loud noise of feet and voices came pouring into the courtyard
"Dickens, Charles",A Tale of Two Cities,sentence,8390,8455,NA,What is that noise said the Doctor turning towards the window
"Dickens, Charles",A Tale of Two Cities,sentence,8457,8486,NA,Dont look cried Mr Lorry
"Dickens, Charles",A Tale of Two Cities,sentence,8488,8503,NA,Dont look out
"Dickens, Charles",A Tale of Two Cities,sentence,8505,8551,NA,Manette for your life dont touch the blind
"Dickens, Charles",A Tale of Two Cities,sentence,8553,8706,NA,The Doctor turned with his hand upon the fastening of the window and said with a cool bold smile My dear friend I have a charmed life in this city
"Dickens, Charles",A Tale of Two Cities,sentence,8708,8739,NA,I have been a Bastille prisoner
"Dickens, Charles",A Tale of Two Cities,sentence,8741,8779,NA,There is no patriot in Parisin Paris
"Dickens, Charles",A Tale of Two Cities,sentence,8781,8925,NA,In Francewho knowing me to have been a prisoner in the Bastille would touch me except to overwhelm me with embraces or carry me in triumph
"Dickens, Charles",A Tale of Two Cities,sentence,8927,9057,NA,My old pain has given me a power that has brought us through the barrier and gained us news of Charles there and brought us here
"Dickens, Charles",A Tale of Two Cities,sentence,9059,9166,NA,I knew it would be so I knew I could help Charles out of all danger I told Lucie soWhat is that noise
"Dickens, Charles",A Tale of Two Cities,sentence,9168,9202,NA,His hand was again upon the window
"Dickens, Charles",A Tale of Two Cities,sentence,9204,9255,NA,Dont look cried Mr Lorry absolutely desperate
"Dickens, Charles",A Tale of Two Cities,sentence,9257,9286,NA,No Lucie my dear nor you
"Dickens, Charles",A Tale of Two Cities,sentence,9288,9326,NA,He got his arm round her and held her
"Dickens, Charles",A Tale of Two Cities,sentence,9328,9359,NA,Dont be so terrified my love
"Dickens, Charles",A Tale of Two Cities,sentence,9361,9497,NA,I solemnly swear to you that I know of no harm having happened to Charles that I had no suspicion even of his being in this fatal place
"Dickens, Charles",A Tale of Two Cities,sentence,9499,9543,NA,What prison is he in La Force La Force
"Dickens, Charles",A Tale of Two Cities,sentence,9545,9757,NA,Lucie my child if ever you were brave and serviceable in your lifeand you were always bothyou will compose yourself now to do exactly as I bid you for more depends upon it than you can think or I can say
"Dickens, Charles",A Tale of Two Cities,sentence,9759,9849,NA,There is no help for you in any action on your part tonight you cannot possibly stir out
"Dickens, Charles",A Tale of Two Cities,sentence,9851,9950,NA,I say this because what I must bid you to do for Charless sake is the hardest thing to do of all
"Dickens, Charles",A Tale of Two Cities,sentence,9952,10000,NA,You must instantly be obedient still and quiet
"Dickens, Charles",A Tale of Two Cities,entity,2465,2485,person,Saint Germain Quarter
"Dickens, Charles",A Tale of Two Cities,entity,6179,6187,person,Mr Lorry
"Dickens, Charles",A Tale of Two Cities,entity,6639,6647,person,Mr Lorry
"Dickens, Charles",A Tale of Two Cities,entity,7958,7964,person,Charles
"Dickens, Charles",A Tale of Two Cities,entity,7977,7983,person,Charles
"Dickens, Charles",A Tale of Two Cities,entity,9427,9433,person,Charles
"Dickens, Charles",A Tale of Two Cities,entity,9901,9907,person,Charles
"Dickens, Charles",A Tale of Two Cities,entity,2490,2494,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,3229,3235,location,Liberty
"Dickens, Charles",A Tale of Two Cities,entity,3680,3685,location,London
"Dickens, Charles",A Tale of Two Cities,entity,3723,3727,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,4224,4229,location,London
"Dickens, Charles",A Tale of Two Cities,entity,8004,8008,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,8774,8778,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,9534,9534,location,
"Dickens, Charles",A Tale of Two Cities,sentence,2,52,NA,You must let me put you in a room at the back here
"Dickens, Charles",A Tale of Two Cities,sentence,54,175,NA,You must leave your father and me alone for two minutes and as there are Life and Death in the world you must not delay
"Dickens, Charles",A Tale of Two Cities,sentence,177,205,NA,I will be submissive to you
"Dickens, Charles",A Tale of Two Cities,sentence,207,271,NA,I see in your face that you know I can do nothing else than this
"Dickens, Charles",A Tale of Two Cities,sentence,273,293,NA,I know you are true
"Dickens, Charles",A Tale of Two Cities,sentence,295,543,NA,The old man kissed her and hurried her into his room and turned the key then came hurrying back to the Doctor and opened the window and partly opened the blind and put his hand upon the Doctors arm and looked out with him into the courtyard
